Entry Name,Priority,Base PP,Type,Targets,Base Accuracy,Effect Accuracy,Makes Contact,Can Be Protected Against,Can Be Reflected By Magic Coat,Can Be Stolen By Snatch,Can Be Copied By Mirror Move,Gains Flinch Chance With King's Rock,Callable by Metronome,Copyable by Mimic,Callable by Assist,Callable by Sleep Talk,Is Sound Based,Has unspecified target,Is HM Move,Category,Has Risk Flag,Match Up Chart Type,Contest Appeal Jam Index,Contest Appeal Type,Base Power,Effect,Animation ID,Name ID,Unused String ID,Exclamation String ID,Description ID,Animation ID 2,Move Effect Type
"Leaf Blade"  - 348,0,15,Grass (12),Selected Target (0),100,0,true,true,false,false,false,true,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),38,Cool (1),90,"high crit ratio" (43),348 (0x15C),"Leaf Blade" (0x92C),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Slashes with a sharp leaf.[New Line]High critical-hit ratio." (0x2A60),348 (0x15C),Attack (1)
"Dragon Dance"  - 349,0,20,Dragon (16),User (5),0,0,false,false,false,false,false,false,true,true,true,true,false,true,false,Neither (0),false,3 (0x3),39,Cool (1),0,"raises attack and speed" (212),349 (0x15D),"Dragon Dance" (0x92D),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A mystical dance that ups[New Line]Attack and Speed." (0x2A61),349 (0x15D),Stat Buff (4)
"Rock Blast"  - 350,0,10,Rock (5),Selected Target (0),90,0,false,true,false,true,true,true,true,true,true,true,false,true,false,Physical (1),false,1 (0x1),36,Tough (5),25,"2-5 hits" (29),140 (0x8C),"Rock Blast" (0x92E),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Hurls boulders at target[New Line]2 to 5 times in a row." (0x2A62),140 (0x8C),Attack (1)
"Shock Wave"  - 351,0,20,Electr (13),Selected Target (0),0,0,false,true,false,false,false,true,true,true,true,true,false,true,false,Special (2),false,1 (0x1),30,Cool (1),60,"never misses (set accuracy to 0)" (17),351 (0x15F),"Shock Wave" (0x92F),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A fast and unavoidable[New Line]electric attack." (0x2A63),351 (0x15F),Attack (1)
"Water Pulse"  - 352,0,20,Water (11),Selected Target (0),100,20,false,true,false,false,true,true,true,true,true,true,false,true,false,Special (2),false,1 (0x1),44,Beauty (2),60,"hit and confusion chance" (76),352 (0x160),"Water Pulse" (0x930),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Attacks with ultrasonic[New Line]waves. May confuse target." (0x2A64),352 (0x160),Attack (1)
"Doom Desire"  - 353,0,5,Steel (8),Selected Target (0),100,0,false,false,false,false,false,false,true,true,true,true,false,true,false,Special (2),false,15 (0xF),48,Cool (1),160,"damages target 2 turns later" (148),353 (0x161),"Doom Desire" (0x931),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Summons strong sunlight to[New Line]attack 2 turns later." (0x2A65),353 (0x161),Attack (1)
"Psycho Boost"  - 354,0,5,Psychc (14),Selected Target (0),90,0,false,true,false,false,false,true,true,true,true,true,false,true,false,Special (2),true,1 (0x1),2,Smart (4),140,"hit then sharply lowers user's special attack" (204),354 (0x162),"Psycho Boost" (0x932),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Allows a full-power attack,[New Line]but sharply lowers Sp. Atk." (0x2A66),354 (0x162),Attack (1)
None  - 355,0,0,Dark (17),Selected Target (0),0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,Neither (0),false,1 (0x1),0,None (0),0,No effect (0),0 (0x0),None (0x0),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A punch thrown at[New Line]wicked speed." (0x2905),0 (0x0),None (0)
"Shadow Stealth"  - 356,1,5,Normal (0),Selected Target (0),95,0,true,true,false,false,false,true,false,false,false,true,false,true,true,Physical (1),false,2 (0x2),49,Cool (1),40,No effect (0),356 (0x164),"Shadow Stealth" (0x934),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A high priority tackle[New Line]while casting a shadowy aura." (0x2A6A),355 (0x163),Attack (1)
"Shadow Slam"  - 357,0,5,Normal (0),Selected Target (0),90,10,true,true,false,false,false,false,false,false,false,true,false,true,true,Physical (1),false,2 (0x2),49,Cool (1),60,"hit and flinch chance" (31),34 (0x22),"Shadow Slam" (0x933),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Slams into the target.[New Line]May cause flinching." (0x2A69),34 (0x22),Attack (1)
"Shadow Edge"  - 358,0,5,Normal (0),Selected Target (0),90,0,true,true,false,false,false,true,false,false,false,true,false,true,true,Physical (1),false,2 (0x2),49,Cool (1),70,"high crit ratio" (43),306 (0x132),"Shadow Edge" (0x935),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A shady swipe[New Line]with a high critical ratio." (0x2A6B),306 (0x132),Attack (1)
"Shadow Smash"  - 359,0,5,Normal (0),Selected Target (0),90,0,true,true,false,false,false,true,false,false,false,true,false,true,true,Physical (1),false,2 (0x2),49,Cool (1),120,"hit then lowers user's attack and defense" (182),359 (0x167),"Shadow Smash" (0x936),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A shadowy ram attack that[New Line]lowers the user's stats." (0x2A6C),358 (0x166),Attack (1)
"Shadow Pulse"  - 360,0,5,Normal (0),Selected Target (0),95,20,false,true,false,true,true,false,false,false,false,true,false,true,true,Special (2),false,2 (0x2),49,Cool (1),50,"hit and flinch chance" (31),360 (0x168),"Shadow Pulse" (0x937),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Exudes a shadowy pulse[New Line]that may cause flinching." (0x2A6D),359 (0x167),Attack (1)
"Shadow Burst"  - 361,0,5,Normal (0),Selected Target (0),90,0,false,true,false,false,false,true,false,false,false,true,false,true,true,Special (2),false,2 (0x2),49,Cool (1),130,"hit then sharply lowers user's special attack" (204),361 (0x169),"Shadow Burst" (0x938),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A shadowy aura in the ground[New Line]is used to launch spikes." (0x2A6E),360 (0x168),Attack (1)
"Shadow Storm"  - 362,0,5,Normal (0),Selected Target (0),70,30,false,true,false,false,false,false,false,false,false,true,false,true,true,Special (2),false,2 (0x2),49,Cool (1),100,"hit and confusion chance" (76),362 (0x16A),"Shadow Storm" (0x939),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A shadowy aura is used to[New Line]whip up a vicious tornado." (0x2A6F),361 (0x169),Attack (1)
"Shadow Blaze"  - 363,0,5,Normal (0),Selected Target (0),90,20,false,true,false,false,false,true,false,false,false,true,false,true,true,Special (2),false,2 (0x2),49,Cool (1),70,"hit and burn chance" (4),363 (0x16B),"Shadow Blaze" (0x93A),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A shadowy fireball attack[New Line]that may inflict a burn." (0x2A70),362 (0x16A),Attack (1)
"Shadow Bolt"  - 364,0,5,Normal (0),Selected Target (0),90,20,false,true,false,false,false,true,false,false,false,true,false,true,true,Special (2),false,2 (0x2),49,Cool (1),70,"hit and paralyze chance" (6),364 (0x16C),"Shadow Bolt" (0x93B),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A shadowy thunder attack[New Line]that may paralyze." (0x2A71),363 (0x16B),Attack (1)
"Shadow Chill"  - 365,0,5,Normal (0),Selected Target (0),90,20,false,true,false,false,false,true,false,false,false,true,false,true,true,Special (2),false,2 (0x2),49,Cool (1),70,"hit and freeze chance" (5),365 (0x16D),"Shadow Chill" (0x93C),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A shadowy ice attack that[New Line]may cause freezing." (0x2A72),364 (0x16C),Attack (1)
"Shadow Blast"  - 366,0,5,Normal (0),Selected Target (0),95,0,false,true,false,false,false,true,false,false,false,true,false,true,true,Special (2),false,2 (0x2),49,Cool (1),120,No effect (0),366 (0x16E),"Shadow Blast" (0x93D),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A wicked blade of air formed[New Line]using a shadowy aura." (0x2A73),365 (0x16D),Attack (1)
"Shadow Sky"  - 367,0,5,Normal (0),User (5),100,0,false,false,false,false,false,false,false,false,false,true,false,true,true,Neither (0),false,2 (0x2),49,Cool (1),0,"changes weather to shadow sky" (215),367 (0x16F),"Shadow Sky" (0x93E),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Darkness hurts all except[New Line]Shadow Pokémon for 5 turns." (0x2A74),366 (0x16E),Field Effect (6)
"Shadow Bully"  - 368,0,5,Normal (0),Selected Target (0),95,0,true,true,false,false,false,true,true,true,true,true,false,true,true,Physical (1),false,2 (0x2),49,Cool (1),1,"damage equal to user's level" (87),356 (0x164),"Shadow Bully" (0x93F),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Damage is equal to user's[New Line]level." (0x2A75),355 (0x163),Attack (1)
"Shadow Soul"  - 369,0,5,Normal (0),Selected Target (0),100,0,false,true,false,false,false,false,false,false,false,true,false,true,true,Special (2),false,2 (0x2),49,Cool (1),80,"hit and absorb 50%" (3),138 (0x8A),"Shadow Soul" (0x940),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A shadowy aura drains[New Line]the HP from the target." (0x2A76),138 (0x8A),Attack (1)
"Shadow Crush"  - 370,0,5,Normal (0),Selected Target (0),95,20,true,true,false,false,false,false,false,false,false,true,false,true,true,Physical (1),false,2 (0x2),49,Cool (1),85,"hit and flinch chance" (150),358 (0x166),"Shadow Crush" (0x941),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A shadowy charge that[New Line]may cause flinching." (0x2A77),357 (0x165),Attack (1)
"Shadow Slayer"  - 371,0,5,Normal (0),Selected Target (0),95,0,false,true,false,false,false,true,false,false,false,true,false,true,true,Special (2),false,2 (0x2),49,Cool (1),60,"unused - 21" (21),228 (0xE4),"Shadow Slayer" (0x942),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Super effective against[New Line]other shadow pokemon." (0x2A78),228 (0xE4),Attack (1)
"Shadow Star"  - 372,0,5,Normal (0),User (5),100,0,false,false,false,false,false,false,false,false,false,true,false,true,true,Neither (0),false,2 (0x2),49,Cool (1),0,"restores 50% hp if hp is more than 20%" (157),370 (0x172),"Shadow Star" (0x943),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"A shadowy aura[New Line]restores HP." (0x2A79),369 (0x171),Healing (2)
"Shadow Hunter"  - 373,0,5,Normal (0),Selected Target (0),95,0,true,true,false,false,false,true,false,false,false,true,false,true,true,Physical (1),false,2 (0x2),49,Cool (1),60,"unused - 21" (21),185 (0xB9),"Shadow Hunter" (0x944),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"Super effective against[New Line]other shadow pokemon." (0x2A7A),185 (0xB9),Attack (1)
"????"  - 374,0,5,Normal (0),Depends On Move (1),0,0,false,false,false,false,false,false,false,false,false,false,false,false,true,Neither (0),false,2 (0x2),49,Cool (1),0,No effect (0),0 (0x0),"????" (0x945),"MsgID 0x4FC2" (0x4FC2),"!" (0x4F72),"This can't be used because[New Line]the heart's door is shut." (0x2A68),0 (0x0),None (0)
