Entry Name,Level up Rate,Catch Rate,Gender Ratio,Exp yield,Base Happiness,Height,Weight,Cry ID,Unknown 1,Unknown 2,National Dex Index,Hoenn dex regional id,Name ID,Species Name ID,Unknown 3,Unknown 4,Unknown 5,Model ID,Types 1,Types 2,Abilities 1,Abilities 2,TM01 Tailwind,TM02 Fire Blast,TM03 U-Turn,TM04 Hurricane,TM05 Sludge Wave,TM06 Dazzling Gleam,TM07 Foul Play,TM08 Power-Up Punch,TM09 Thunder Wave,TM10 Ice Beam,TM11 Will-O-Wisp,TM12 Wild Charge,TM13 Trick Room,TM14 Scald,TM15 Flamethrower,TM16 Iron Head,TM17 Thunderbolt,TM18 Freeze Dry,TM19 Sludge Bomb,TM20 Energy Ball,TM21 Zen Headbutt,TM22 Discharge,TM23 Dragon Pulse,TM24 Superpower,TM25 Earthquake,TM26 Earth Power,TM27 Heat Wave,TM28 Blizzard,TM29 Sucker Punch,TM30 Gunk Shot,TM31 Psyshock,TM32 Shadow Ball,TM33 Rock Slide,TM34 Solarbeam,TM35 Focus Blast,TM36 X-Scissor,TM37 Thunder,TM38 Aerial Ace,TM39 Waterfall,TM40 Dragon Claw,TM41 Toxic,TM42 Flame Charge,TM43 Poison Jab,TM44 Knock Off,TM45 Reflect,TM46 Light Screen,TM47 Surf,TM48 Stone Edge,TM49 Psychic,TM50 Dark Pulse,HM01 Helping Hand,HM02 Substitute,HM03 Facade,HM04 Stomping Tantrum,HM05 Shadow Rush,HM06 Shadow Sky,HM07 Shadow Madness,HM08 Shadow Shake,TutorMove01 Draco Meteor,TutorMove02 Protect,TutorMove03 Wide Guard,TutorMove04 Encore,TutorMove05 Fire Punch,TutorMove06 Thunder Punch,TutorMove07 Ice Punch,TutorMove08 Icy Wind,TutorMove09 Snarl,TutorMove10 Taunt,TutorMove11 Rain Dance,TutorMove12 Sunny Day,Wild Items 1,Wild Items 2,Egg Moves 1,Egg Moves 2,Egg Moves 3,Egg Moves 4,Egg Moves 5,Egg Moves 6,Egg Moves 7,Egg Moves 8,Base Stats HP,Base Stats Attack,Base Stats Defense,Base Stats Sp.Atk,Base Stats Sp.Def,Base Stats Speed,EV Yields HP,EV Yields Attack,EV Yields Defense,EV Yields Sp.Atk,EV Yields Sp.Def,EV Yields Speed,Evolutions 1 Evolution Method,Evolutions 1 Evolution Condition,Evolutions 1 Evolved Form,Evolutions 2 Evolution Method,Evolutions 2 Evolution Condition,Evolutions 2 Evolved Form,Evolutions 3 Evolution Method,Evolutions 3 Evolution Condition,Evolutions 3 Evolved Form,Evolutions 4 Evolution Method,Evolutions 4 Evolution Condition,Evolutions 4 Evolved Form,Evolutions 5 Evolution Method,Evolutions 5 Evolution Condition,Evolutions 5 Evolved Form,Level Up Moves 1 Level,Level Up Moves 1 Move,Level Up Moves 2 Level,Level Up Moves 2 Move,Level Up Moves 3 Level,Level Up Moves 3 Move,Level Up Moves 4 Level,Level Up Moves 4 Move,Level Up Moves 5 Level,Level Up Moves 5 Move,Level Up Moves 6 Level,Level Up Moves 6 Move,Level Up Moves 7 Level,Level Up Moves 7 Move,Level Up Moves 8 Level,Level Up Moves 8 Move,Level Up Moves 9 Level,Level Up Moves 9 Move,Level Up Moves 10 Level,Level Up Moves 10 Move,Level Up Moves 11 Level,Level Up Moves 11 Move,Level Up Moves 12 Level,Level Up Moves 12 Move,Level Up Moves 13 Level,Level Up Moves 13 Move,Level Up Moves 14 Level,Level Up Moves 14 Move,Level Up Moves 15 Level,Level Up Moves 15 Move,Level Up Moves 16 Level,Level Up Moves 16 Move,Level Up Moves 17 Level,Level Up Moves 17 Move,Level Up Moves 18 Level,Level Up Moves 18 Move,Level Up Moves 19 Level,Level Up Moves 19 Move,Regular Sprites Pokedex Colour ID,Regular Sprites Face ID,Regular Sprites Purify Chamber Image ID,Shiny Sprites Pokedex Colour ID,Shiny Sprites Face ID,Shiny Sprites Purify Chamber Image ID
"Heracross"  - 214,Very Fast (1),120,50% Male (127),200,70 (0x46),15,540,676 (0x2A4),214 (0xD6),1360 (0x550),214,168,"Heracross" (0x4BE),"Single Horn" (0x5DD),0 (0x0),220 (0xDC),606 (0x25E),pkx_heracros.fsys (214),Bug (6),Fight (1),Hyper Cutter (52),None (0),false,false,false,false,true,false,true,true,true,false,false,false,false,false,false,true,false,false,true,false,true,false,false,true,true,false,false,false,false,true,false,true,true,true,true,true,false,true,false,false,true,false,true,true,false,false,false,true,false,false,true,true,true,true,true,true,false,true,false,true,true,false,false,false,false,false,false,true,true,true,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),85,150,80,40,100,85,0,2,0,0,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Night Slash (168),1,Lunge (145),1,Rock Slide (157),1,Seed Bomb (106),64,Drill Run (312),66,Zen Headbutt (5),68,Iron Head (19),70,Sky Uppercut (327),72,Leaf Blade (348),74,Swords Dance (14),76,First Impression (24),78,Meteor Mash (309),80,Hammer Arm (118),82,Earthquake (89),84,Stone Edge (39),86,Megahorn (224),88,Close Combat (119),90,Head Smash (131),0,None (0),2 (0x2),face214.gtx Regular (214),poke_dance.fsys -> heracros.atx (0x1C7A3200),2 (0x2),face214.gtx Shiny (600),poke_dance.fsys -> heracros_c.atx (0x1C7B3200)
"Sneasel"  - 215,Very Fast (1),60,50% Male (127),132,35 (0x23),9,280,677 (0x2A5),215 (0xD7),1360 (0x550),215,357,"Sneasel" (0x4BF),"Sharp Claw" (0x617),0 (0x0),221 (0xDD),607 (0x25F),pkx_nyula.fsys (215),Dark (17),Ice (15),Snow Cloak (105),None (0),false,false,true,false,false,false,true,true,true,true,false,false,false,false,false,true,false,true,true,false,true,false,false,false,false,false,false,true,true,true,true,true,false,false,true,true,false,true,false,true,true,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,false,false,true,false,true,false,false,true,true,true,true,true,false,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),75,120,65,45,85,125,0,0,0,0,0,1,Evolves in Generation 4 (XG) (17),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Hone Claws (12),1,Ice Punch (8),1,Shadow Claw (139),1,Night Slash (168),62,Poison Jab (15),64,Zen Headbutt (5),66,Icicle Crash (99),68,Iron Head (19),70,Sky Uppercut (327),72,Icicle Crash (99),74,Play Rough (70),76,Meteor Mash (309),78,Foul Play (151),80,Cross Chop (238),82,Ice Hammer (249),84,Stone Edge (39),86,Double-Edge (38),90,Close Combat (119),0,None (0),5 (0x5),face215.gtx Regular (215),poke_dance.fsys -> nyula.atx (0x1D783200),5 (0x5),face215.gtx Shiny (601),poke_dance.fsys -> nyula_c.atx (0x1D793200)
"Teddiursa"  - 216,Very Fast (1),180,50% Male (127),124,70 (0x46),6,88,678 (0x2A6),216 (0xD8),1358 (0x54E),216,358,"Teddiursa" (0x4C0),"Little Bear" (0x63C),0 (0x0),222 (0xDE),608 (0x260),pkx_himeguma.fsys (216),Normal (0),Normal (0),Thick Fat (47),None (0),false,false,false,false,false,false,true,true,false,true,false,true,false,false,false,true,true,false,true,false,false,false,false,true,true,false,false,false,false,false,false,true,true,true,true,false,true,false,false,false,true,false,true,true,false,false,false,true,false,false,true,true,true,false,true,true,false,true,false,true,false,true,true,true,true,false,true,true,true,true,Chilan Berry (148),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),70,100,65,60,65,40,0,1,0,0,0,0,Level Up (4),30 (0x1E),Ursaring (217),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Belly Drum (187),1,Fake Out (252),1,Baby Doll Eyes (23),1,Metal Claw (232),22,Bite (44),28,Hone Claws (12),30,Force Palm (158),32,Rock Tomb (317),34,Sucker Punch (21),36,Slash (163),38,Shadow Claw (139),40,Brick Break (280),42,Stomping Tantrum (175),44,Crunch (242),46,Meteor Mash (309),50,Hammer Arm (118),55,Earthquake (89),60,Superpower (276),0,None (0),6 (0x6),face216.gtx Regular (216),poke_dance.fsys -> himeguma.atx (0x1C7E3200),6 (0x6),face216.gtx Shiny (602),poke_dance.fsys -> himeguma_c.atx (0x1C7F3200)
"Ursaring"  - 217,Very Fast (1),60,50% Male (127),189,70 (0x46),18,1258,679 (0x2A7),217 (0xD9),1360 (0x550),217,359,"Ursaring" (0x4C1),"Hibernator" (0x67B),0 (0x0),223 (0xDF),609 (0x261),pkx_ringuma.fsys (217),Normal (0),Normal (0),Thick Fat (47),Rattled (60),false,false,false,false,true,false,true,true,true,true,false,true,false,false,false,true,true,false,true,false,true,false,false,true,true,false,false,true,false,true,false,true,true,true,true,true,true,false,false,true,true,false,true,true,false,false,false,true,false,false,true,true,true,true,true,true,false,true,false,true,true,false,true,true,true,true,true,true,true,true,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),100,130,80,75,80,55,0,2,0,0,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Belly Drum (187),1,Fake Out (252),1,Baby Doll Eyes (23),1,Metal Claw (232),22,Bite (44),28,Hone Claws (12),30,Force Palm (158),32,Rock Tomb (317),34,Sucker Punch (21),36,Slash (163),38,Shadow Claw (139),40,Brick Break (280),42,Stomping Tantrum (175),44,Crunch (242),46,Meteor Mash (309),50,Hammer Arm (118),55,Earthquake (89),60,Superpower (276),0,None (0),6 (0x6),face217.gtx Regular (217),poke_dance.fsys -> ringuma.atx (0x1DE03200),6 (0x6),face217.gtx Shiny (603),poke_dance.fsys -> ringuma_c.atx (0x1DE13200)
"Slugma"  - 218,Very Fast (1),200,50% Male (127),78,70 (0x46),7,350,680 (0x2A8),218 (0xDA),1360 (0x550),218,103,"Slugma" (0x4C2),"Lava" (0x6E1),0 (0x0),224 (0xE0),610 (0x262),pkx_magmag.fsys (218),Fire (10),Rock (5),Sand Stream (45),None (0),false,true,false,false,true,false,false,false,true,false,true,false,false,false,true,true,false,false,true,true,false,false,false,true,true,true,false,false,true,false,true,true,true,false,false,false,false,false,false,false,true,false,false,false,true,false,true,false,false,false,true,true,true,false,true,true,false,true,false,true,false,false,false,false,false,false,true,false,true,false,Charti Berry (153),Mago Berry (145),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),60,45,120,90,65,20,0,0,0,1,0,0,Level Up (4),38 (0x26),Magcargo (219),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Yawn (281),1,Rock Throw (88),1,Will-O-Wisp (261),1,Ember (52),20,Mud Shot (341),25,Sunny Day (241),28,Ancientpower (246),30,Lava Plume (233),32,Signal Beam (324),34,Flash Cannon (295),36,Flamethrower (53),38,Power Gem (285),40,Aura Sphere (4),43,Heat Wave (257),46,Earth Power (11),50,Overheat (315),55,Nasty Plot (140),60,Eruption (284),0,None (0),1 (0x1),face218.gtx Regular (218),poke_dance.fsys -> magmag.atx (0x1D0C3200),1 (0x1),face218.gtx Shiny (604),poke_dance.fsys -> magmag_c.atx (0x1D0D3200)
"Magcargo"  - 219,Very Fast (1),75,50% Male (127),154,70 (0x46),8,550,681 (0x2A9),219 (0xDB),1360 (0x550),219,104,"Magcargo" (0x4C3),"Lava" (0x6E1),0 (0x0),225 (0xE1),611 (0x263),pkx_magcargot.fsys (219),Fire (10),Rock (5),Sand Stream (45),Flame Body (49),false,true,false,false,true,false,false,false,true,false,true,false,false,false,true,true,false,false,true,true,false,false,false,true,true,true,false,false,true,false,true,true,true,false,false,false,false,false,false,false,true,true,false,false,true,false,true,false,false,false,true,true,true,false,true,true,false,true,false,true,true,false,false,false,false,false,true,false,true,false,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),80,60,160,110,80,30,0,0,2,0,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Yawn (281),1,Rock Throw (88),1,Will-O-Wisp (261),1,Ember (52),20,Mud Shot (341),25,Sunny Day (241),28,Ancientpower (246),30,Lava Plume (233),32,Signal Beam (324),34,Flash Cannon (295),36,Flamethrower (53),38,Power Gem (285),40,Aura Sphere (4),43,Heat Wave (257),46,Earth Power (11),50,Overheat (315),55,Nasty Plot (140),60,Eruption (284),0,None (0),1 (0x1),face219.gtx Regular (219),poke_dance.fsys -> magcargot.atx (0x1D0A3200),1 (0x1),face219.gtx Shiny (605),poke_dance.fsys -> magcargot_c.atx (0x1D0B3200)
"Swinub"  - 220,Very Fast (1),225,50% Male (127),78,70 (0x46),4,65,682 (0x2AA),220 (0xDC),1358 (0x54E),220,360,"Swinub" (0x4C4),"Pig" (0x5F5),0 (0x0),226 (0xE2),612 (0x264),pkx_urimoo.fsys (220),Ice (15),Ground (4),Refrigerate (86),None (0),false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,true,true,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),75,100,85,30,60,50,0,1,0,0,0,0,Level Up (4),33 (0x21),Piloswine (221),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Ice Shard (96),1,Mud-Slap (189),1,Tackle (33),1,Hail (258),12,Bulldoze (222),16,Headbutt (29),20,Swords Dance (14),23,Stomping Tantrum (175),27,Avalanche (205),30,Iron Head (19),33,Body Slam (34),37,High Horsepower (278),40,Icicle Crash (99),43,Double-Edge (38),46,Earthquake (89),50,Ice Hammer (249),55,Giga Impact (320),60,Explosion (153),0,None (0),6 (0x6),face220.gtx Regular (220),poke_dance.fsys -> urimoo.atx (0x1E863200),6 (0x6),face220.gtx Shiny (606),poke_dance.fsys -> urimoo_c.atx (0x1E873200)
"Piloswine"  - 221,Very Fast (1),75,50% Male (127),160,70 (0x46),11,558,683 (0x2AB),221 (0xDD),1360 (0x550),221,361,"Piloswine" (0x4C5),"Swine" (0x5F4),0 (0x0),227 (0xE3),613 (0x265),pkx_inomoo.fsys (221),Ice (15),Ground (4),Refrigerate (86),Thick Fat (47),false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,true,true,false,true,false,false,true,true,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,true,false,true,true,false,false,false,true,false,false,true,true,true,true,true,true,false,true,false,true,true,false,false,false,false,true,false,true,true,false,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),110,130,100,50,70,60,1,1,0,0,0,0,Evolves in Generation 4 (XG) (17),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Ice Shard (96),1,Mud-Slap (189),1,Tackle (33),1,Hail (258),12,Bulldoze (222),16,Headbutt (29),20,Swords Dance (14),23,Stomping Tantrum (175),27,Avalanche (205),30,Iron Head (19),33,Rock Slide (157),37,High Horsepower (278),40,Icicle Crash (99),43,Body Slam (34),46,Earthquake (89),50,Ice Hammer (249),55,Giga Impact (320),60,Explosion (153),0,None (0),6 (0x6),face221.gtx Regular (221),poke_dance.fsys -> inomoo.atx (0x1C923200),6 (0x6),face221.gtx Shiny (607),poke_dance.fsys -> inomoo_c.atx (0x1C933200)
"Corsola"  - 222,Very Fast (1),180,75% Female (191),113,70 (0x46),6,50,684 (0x2AC),222 (0xDE),1360 (0x550),222,180,"Corsola" (0x4C6),"Coral" (0x64F),0 (0x0),228 (0xE4),614 (0x266),pkx_sunnygo.fsys (222),Water (11),Rock (5),Sand Stream (45),None (0),false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,true,true,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,Charti Berry (153),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),80,75,115,80,115,35,0,0,1,0,1,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Water Gun (55),1,Rain Dance (240),1,Rock Throw (88),1,Recover (105),22,Water Pulse (352),26,Mud Shot (341),30,Bubblebeam (61),32,Ancientpower (246),35,Waterfall (127),38,Power Gem (285),40,Iron Head (19),43,Liquidation (230),46,Ice Beam (58),48,Surf (57),50,Earthquake (89),53,Stone Edge (39),56,Hydro Pump (56),60,Head Smash (131),0,None (0),10 (0xA),face222.gtx Regular (222),poke_dance.fsys -> sunnygo.atx (0x1E223200),10 (0xA),face222.gtx Shiny (608),poke_dance.fsys -> sunnygo_c.atx (0x1E233200)
"Remoraid"  - 223,Very Fast (1),190,50% Male (127),78,70 (0x46),6,120,685 (0x2AD),223 (0xDF),1360 (0x550),223,362,"Remoraid" (0x4C7),"Jet" (0x6BD),0 (0x0),229 (0xE5),615 (0x267),pkx_teppouo.fsys (223),Water (11),Water (11),Volt Absorb (10),None (0),false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,true,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),51,82,60,82,60,65,0,0,0,1,0,0,Level Up (4),25 (0x19),Octillery (224),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Water Gun (55),11,Lock-On (199),22,Psybeam (60),22,Aurora Beam (62),22,Bubblebeam (61),33,Lock-On (199),44,Ice Beam (58),55,Hyper Beam (63),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),8 (0x8),face223.gtx Regular (223),poke_dance.fsys -> teppouo.atx (0x1E303200),8 (0x8),face223.gtx Shiny (609),poke_dance.fsys -> teppouo_c.atx (0x1E313200)
"Octillery"  - 224,Very Fast (1),150,50% Male (127),164,70 (0x46),9,285,686 (0x2AE),224 (0xE0),1360 (0x550),224,363,"Octillery" (0x4C8),"Jet" (0x6BD),0 (0x0),230 (0xE6),616 (0x268),pkx_okutank.fsys (224),Water (11),Water (11),Volt Absorb (10),None (0),false,true,false,false,true,false,false,false,true,true,false,false,false,true,true,true,false,true,true,true,true,false,true,false,false,false,false,true,false,false,false,true,false,false,true,false,false,false,true,false,true,false,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,false,true,true,false,false,false,false,true,false,true,true,false,Passho Berry (159),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),80,115,80,115,80,50,0,1,0,1,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Whirlpool (250),1,Recover (105),1,Water Pulse (352),1,Rock Throw (88),26,Rain Dance (240),30,Bubblebeam (61),32,Ancientpower (246),35,Freeze Dry (198),38,Sucker Punch (21),40,Leech Life (81),42,Aura Sphere (4),45,Scald (17),48,Liquidation (230),50,Ice Beam (58),52,Hammer Arm (118),55,Earthquake (89),58,Power Whip (313),60,Gunk Shot (148),0,None (0),1 (0x1),face224.gtx Regular (224),poke_dance.fsys -> okutank.atx (0x1D803200),1 (0x1),face224.gtx Shiny (610),poke_dance.fsys -> okutank_c.atx (0x1D813200)
"Delibird"  - 225,Very Fast (1),45,50% Male (127),183,70 (0x46),9,160,687 (0x2AF),225 (0xE1),1360 (0x550),225,364,"Delibird" (0x4C9),"Delivery" (0x6A4),0 (0x0),231 (0xE7),617 (0x269),pkx_delibird.fsys (225),Ice (15),Flying (2),Slush Rush (87),None (0),true,false,true,true,false,false,false,false,true,true,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,false,true,false,false,false,false,false,true,false,false,true,false,true,true,true,true,true,false,false,false,true,true,false,false,true,true,true,false,false,true,false,true,false,false,true,true,false,true,false,false,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),95,75,75,95,75,85,0,0,0,0,0,1,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Air Slash (154),1,Freeze Dry (198),1,Hail (258),1,Shadow Ball (247),65,Extrasensory (326),67,Power Gem (285),70,Flash Cannon (295),72,Ice Beam (58),74,Moonblast (296),76,Blizzard (59),78,Brave Bird (123),80,Hurricane (239),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),1 (0x1),face225.gtx Regular (225),poke_dance.fsys -> delibird.atx (0x1BEF3200),1 (0x1),face225.gtx Shiny (611),poke_dance.fsys -> delibird_c.atx (0x1BF03200)
"Mantine"  - 226,Very Fast (1),25,50% Male (127),168,70 (0x46),21,2200,688 (0x2B0),226 (0xE2),1360 (0x550),226,365,"Mantine" (0x4CA),"Kite" (0x612),0 (0x0),232 (0xE8),618 (0x26A),pkx_mantain.fsys (226),Water (11),Flying (2),Thick Fat (47),None (0),true,false,true,true,true,false,false,false,true,true,false,false,false,true,false,true,false,true,false,false,true,false,false,false,true,false,false,true,false,true,false,false,true,false,false,false,false,true,true,false,true,false,true,true,true,true,true,false,true,false,true,true,false,false,true,true,true,true,false,true,true,true,false,false,false,true,false,true,true,false,Haban Berry (164),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),100,30,80,90,150,70,0,0,0,0,3,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Hidden Power (180),1,Mud Shot (341),1,Water Pulse (352),1,Icy Wind (196),28,Substitute (164),32,Ancientpower (246),35,Featherdance (297),38,Air Slash (154),40,Scald (17),42,Freeze Dry (198),45,Earth Power (11),48,Extrasensory (326),50,Roost (117),52,Ice Beam (58),54,Rain Dance (240),56,Hydro Pump (56),58,Calm Mind (129),60,Hurricane (239),0,None (0),7 (0x7),face226.gtx Regular (226),poke_dance.fsys -> mantain.atx (0x1EC63200),7 (0x7),face226.gtx Shiny (612),poke_dance.fsys -> mantain_c.atx (0x1EC73200)
"Skarmory"  - 227,Very Fast (1),90,50% Male (127),168,70 (0x46),17,505,689 (0x2B1),227 (0xE3),1360 (0x550),227,115,"Skarmory" (0x4CB),"Armor Bird" (0x6E7),0 (0x0),233 (0xE9),619 (0x26B),pkx_airmd.fsys (227),Steel (8),Flying (2),Motor Drive (95),None (0),true,false,false,true,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,true,true,true,false,true,false,false,true,true,false,false,true,true,false,false,false,true,true,false,false,false,false,false,false,true,true,false,Occa Berry (158),Wacan Berry (161),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),80,95,150,50,70,70,0,0,3,0,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,U-Turn (287),1,Night Slash (168),1,Metal Sound (319),1,Steel Wing (211),52,Shadow Claw (139),55,Drill Peck (65),58,Iron Head (19),60,Zen Headbutt (5),62,Swords Dance (14),64,Wild Charge (248),66,Aqua Tail (49),68,Iron Tail (231),70,Brave Bird (123),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),8 (0x8),face227.gtx Regular (227),poke_dance.fsys -> airmd.atx (0x17E33200),8 (0x8),face227.gtx Shiny (613),poke_dance.fsys -> airmd_c.atx (0x17E43200)
"Houndour"  - 228,Very Fast (1),120,50% Male (127),114,35 (0x23),6,108,690 (0x2B2),228 (0xE4),1360 (0x550),228,366,"Houndour" (0x4CC),"Dark" (0x65F),0 (0x0),234 (0xEA),620 (0x26C),pkx_delvil.fsys (228),Dark (17),Fire (10),Early Bird (48),Flash Fire (18),false,true,false,false,true,false,true,false,false,false,true,false,false,false,true,true,false,false,true,true,true,false,false,false,false,false,true,false,true,false,false,true,false,true,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,true,true,true,true,false,true,true,true,false,false,true,false,false,false,false,false,false,true,true,false,true,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),45,81,30,97,50,97,0,0,0,1,0,0,Level Up (4),24 (0x18),Houndoom (229),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Shadow Ball (247),1,Sunny Day (241),7,Hone Claws (12),13,Taunt (269),19,Will-O-Wisp (261),29,Sucker Punch (21),31,Fire Fang (213),37,Nasty Plot (140),43,Overheat (315),46,Dark Pulse (66),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),5 (0x5),face228.gtx Regular (228),poke_dance.fsys -> delvil.atx (0x1BF13200),5 (0x5),face228.gtx Shiny (614),poke_dance.fsys -> delvil_c.atx (0x1BF23200)
"Houndoom"  - 229,Very Fast (1),45,50% Male (127),204,35 (0x23),14,350,691 (0x2B3),229 (0xE5),1360 (0x550),229,367,"Houndoom" (0x4CD),"Dark" (0x65F),0 (0x0),235 (0xEB),621 (0x26D),pkx_hellgar.fsys (229),Dark (17),Fire (10),Adaptability (81),None (0),false,true,false,false,true,false,true,false,false,false,true,false,false,false,true,true,false,false,true,true,true,false,false,false,false,false,true,false,true,true,false,true,false,true,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,true,true,true,true,true,true,true,true,false,false,true,false,false,false,false,false,false,true,true,false,true,None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),None (0),80,90,60,115,80,95,0,0,0,2,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,Fire Fang (213),1,Snarl (6),1,Taunt (269),1,Mud Shot (341),26,Night Slash (168),28,Volt Switch (289),30,Lava Plume (233),33,Signal Beam (324),36,Dark Pulse (66),38,Dragon Claw (337),40,Flash Cannon (295),43,Psychic Fangs (135),46,Flamethrower (53),48,Earth Power (11),50,Foul Play (151),53,Nasty Plot (140),56,Solarbeam (76),60,Overheat (315),0,None (0),5 (0x5),face229.gtx Regular (229),poke_dance.fsys -> hellgar.atx (0x1C783200),5 (0x5),face229.gtx Shiny (615),poke_dance.fsys -> hellgar_c.atx (0x1C793200)
